# Sprint 123 — KOMORÓW, zabudowa jednorodzinna, lipiec–grudzień 2026.
# Daty przepisane 1:1 z oficjalnego PDF Gminy Michałowice i zweryfikowane
# wizualnie 2026-07-06 (45/45 zgodnych). Przed importem: ludzka weryfikacja
# Adama wg 'Komorów Waste Dates Verification' (Obsidian). Partia 1 (batch=1,
# 40 wierszy) → data/waste/komorow-2026-batch1-import.json. Partia 2 (batch=2,
# Popiół + Odzież) czeka na decyzję o typie — NIE importować jako 'other' bez decyzji.
locality,housing_type,fraction_pdf,waste_type_app,collection_date,source_name,source_url,verified_at,batch,notes
Komorów,jednorodzinna,"Metale i tworzywa sztuczne",plastics_metals,2026-09-14,"Gmina Michałowice — harmonogram 2026 (zabudowa jednorodzinna)",https://www.michalowice.pl/files/307953978/file/harmonogram_jednorodzinna_final3.pdf,2026-07-06,1,"sprint-123-komorow-b1 — zweryfikowano 2026-07-06 z harmonogram_jednorodzinna_final3.pdf (wiersz KOMORÓW)"
Komorów,jednorodzinna,"Metale i tworzywa sztuczne",plastics_metals,2026-10-12,"Gmina Michałowice — harmonogram 2026 (zabudowa jednorodzinna)",https://www.michalowice.pl/files/307953978/file/harmonogram_jednorodzinna_final3.pdf,2026-07-06,1,"sprint-123-komorow-b1 — zweryfikowano 2026-07-06 z harmonogram_jednorodzinna_final3.pdf (wiersz KOMORÓW)"
Komorów,jednorodzinna,"Metale i tworzywa sztuczne",plastics_metals,2026-11-09,"Gmina Michałowice — harmonogram 2026 (zabudowa jednorodzinna)",https://www.michalowice.pl/files/307953978/file/harmonogram_jednorodzinna_final3.pdf,2026-07-06,1,"sprint-123-komorow-b1 — zweryfikowano 2026-07-06 z harmonogram_jednorodzinna_final3.pdf (wiersz KOMORÓW)"
Komorów,jednorodzinna,"Metale i tworzywa sztuczne",plastics_metals,2026-12-07,"Gmina Michałowice — harmonogram 2026 (zabudowa jednorodzinna)",https://www.michalowice.pl/files/307953978/file/harmonogram_jednorodzinna_final3.pdf,2026-07-06,1,"sprint-123-komorow-b1 — zweryfikowano 2026-07-06 z harmonogram_jednorodzinna_final3.pdf (wiersz KOMORÓW)"
Komorów,jednorodzinna,"Szkło",glass,2026-08-03,"Gmina Michałowice — harmonogram 2026 (zabudowa jednorodzinna)",https://www.michalowice.pl/files/307953978/file/harmonogram_jednorodzinna_final3.pdf,2026-07-06,1,"sprint-123-komorow-b1 — zweryfikowano 2026-07-06 z harmonogram_jednorodzinna_final3.pdf (wiersz KOMORÓW)"
Komorów,jednorodzinna,"Szkło",glass,2026-10-12,"Gmina Michałowice — harmonogram 2026 (zabudowa jednorodzinna)",https://www.michalowice.pl/files/307953978/file/harmonogram_jednorodzinna_final3.pdf,2026-07-06,1,"sprint-123-komorow-b1 — zweryfikowano 2026-07-06 z harmonogram_jednorodzinna_final3.pdf (wiersz KOMORÓW)"
Komorów,jednorodzinna,"Szkło",glass,2026-12-21,"Gmina Michałowice — harmonogram 2026 (zabudowa jednorodzinna)",https://www.michalowice.pl/files/307953978/file/harmonogram_jednorodzinna_final3.pdf,2026-07-06,1,"sprint-123-komorow-b1 — zweryfikowano 2026-07-06 z harmonogram_jednorodzinna_final3.pdf (wiersz KOMORÓW)"
Komorów,jednorodzinna,"BIO (w tym odpady zielone)",bio,2026-07-13,"Gmina Michałowice — harmonogram 2026 (zabudowa jednorodzinna)",https://www.michalowice.pl/files/307953978/file/harmonogram_jednorodzinna_final3.pdf,2026-07-06,1,"sprint-123-komorow-b1 — zweryfikowano 2026-07-06 z harmonogram_jednorodzinna_final3.pdf (wiersz KOMORÓW)"
Komorów,jednorodzinna,"BIO (w tym odpady zielone)",bio,2026-07-27,"Gmina Michałowice — harmonogram 2026 (zabudowa jednorodzinna)",https://www.michalowice.pl/files/307953978/file/harmonogram_jednorodzinna_final3.pdf,2026-07-06,1,"sprint-123-komorow-b1 — zweryfikowano 2026-07-06 z harmonogram_jednorodzinna_final3.pdf (wiersz KOMORÓW)"
Komorów,jednorodzinna,"BIO (w tym odpady zielone)",bio,2026-08-10,"Gmina Michałowice — harmonogram 2026 (zabudowa jednorodzinna)",https://www.michalowice.pl/files/307953978/file/harmonogram_jednorodzinna_final3.pdf,2026-07-06,1,"sprint-123-komorow-b1 — zweryfikowano 2026-07-06 z harmonogram_jednorodzinna_final3.pdf (wiersz KOMORÓW)"
Komorów,jednorodzinna,"BIO (w tym odpady zielone)",bio,2026-08-24,"Gmina Michałowice — harmonogram 2026 (zabudowa jednorodzinna)",https://www.michalowice.pl/files/307953978/file/harmonogram_jednorodzinna_final3.pdf,2026-07-06,1,"sprint-123-komorow-b1 — zweryfikowano 2026-07-06 z harmonogram_jednorodzinna_final3.pdf (wiersz KOMORÓW)"
Komorów,jednorodzinna,"BIO (w tym odpady zielone)",bio,2026-09-07,"Gmina Michałowice — harmonogram 2026 (zabudowa jednorodzinna)",https://www.michalowice.pl/files/307953978/file/harmonogram_jednorodzinna_final3.pdf,2026-07-06,1,"sprint-123-komorow-b1 — zweryfikowano 2026-07-06 z harmonogram_jednorodzinna_final3.pdf (wiersz KOMORÓW)"
Komorów,jednorodzinna,"BIO (w tym odpady zielone)",bio,2026-09-21,"Gmina Michałowice — harmonogram 2026 (zabudowa jednorodzinna)",https://www.michalowice.pl/files/307953978/file/harmonogram_jednorodzinna_final3.pdf,2026-07-06,1,"sprint-123-komorow-b1 — zweryfikowano 2026-07-06 z harmonogram_jednorodzinna_final3.pdf (wiersz KOMORÓW)"
Komorów,jednorodzinna,"BIO (w tym odpady zielone)",bio,2026-10-05,"Gmina Michałowice — harmonogram 2026 (zabudowa jednorodzinna)",https://www.michalowice.pl/files/307953978/file/harmonogram_jednorodzinna_final3.pdf,2026-07-06,1,"sprint-123-komorow-b1 — zweryfikowano 2026-07-06 z harmonogram_jednorodzinna_final3.pdf (wiersz KOMORÓW)"
Komorów,jednorodzinna,"BIO (w tym odpady zielone)",bio,2026-10-19,"Gmina Michałowice — harmonogram 2026 (zabudowa jednorodzinna)",https://www.michalowice.pl/files/307953978/file/harmonogram_jednorodzinna_final3.pdf,2026-07-06,1,"sprint-123-komorow-b1 — zweryfikowano 2026-07-06 z harmonogram_jednorodzinna_final3.pdf (wiersz KOMORÓW)"
Komorów,jednorodzinna,"BIO (w tym odpady zielone)",bio,2026-11-02,"Gmina Michałowice — harmonogram 2026 (zabudowa jednorodzinna)",https://www.michalowice.pl/files/307953978/file/harmonogram_jednorodzinna_final3.pdf,2026-07-06,1,"sprint-123-komorow-b1 — zweryfikowano 2026-07-06 z harmonogram_jednorodzinna_final3.pdf (wiersz KOMORÓW)"
Komorów,jednorodzinna,"BIO (w tym odpady zielone)",bio,2026-11-16,"Gmina Michałowice — harmonogram 2026 (zabudowa jednorodzinna)",https://www.michalowice.pl/files/307953978/file/harmonogram_jednorodzinna_final3.pdf,2026-07-06,1,"sprint-123-komorow-b1 — zweryfikowano 2026-07-06 z harmonogram_jednorodzinna_final3.pdf (wiersz KOMORÓW)"
Komorów,jednorodzinna,"BIO (w tym odpady zielone)",bio,2026-11-30,"Gmina Michałowice — harmonogram 2026 (zabudowa jednorodzinna)",https://www.michalowice.pl/files/307953978/file/harmonogram_jednorodzinna_final3.pdf,2026-07-06,1,"sprint-123-komorow-b1 — zweryfikowano 2026-07-06 z harmonogram_jednorodzinna_final3.pdf (wiersz KOMORÓW)"
Komorów,jednorodzinna,"BIO (w tym odpady zielone)",bio,2026-12-14,"Gmina Michałowice — harmonogram 2026 (zabudowa jednorodzinna)",https://www.michalowice.pl/files/307953978/file/harmonogram_jednorodzinna_final3.pdf,2026-07-06,1,"sprint-123-komorow-b1 — zweryfikowano 2026-07-06 z harmonogram_jednorodzinna_final3.pdf (wiersz KOMORÓW)"
Komorów,jednorodzinna,"Popiół",,2026-10-26,"Gmina Michałowice — harmonogram 2026 (zabudowa jednorodzinna)",https://www.michalowice.pl/files/307953978/file/harmonogram_jednorodzinna_final3.pdf,2026-07-06,2,"partia 2 — brak wartości enum (decyzja Adama: rozszerzenie schematu albo 'other'); sprint-123-komorow-b1 — zweryfikowano 2026-07-06 z harmonogram_jednorodzinna_final3.pdf (wiersz KOMORÓW)"
Komorów,jednorodzinna,"Popiół",,2026-11-23,"Gmina Michałowice — harmonogram 2026 (zabudowa jednorodzinna)",https://www.michalowice.pl/files/307953978/file/harmonogram_jednorodzinna_final3.pdf,2026-07-06,2,"partia 2 — brak wartości enum (decyzja Adama: rozszerzenie schematu albo 'other'); sprint-123-komorow-b1 — zweryfikowano 2026-07-06 z harmonogram_jednorodzinna_final3.pdf (wiersz KOMORÓW)"
Komorów,jednorodzinna,"Popiół",,2026-12-21,"Gmina Michałowice — harmonogram 2026 (zabudowa jednorodzinna)",https://www.michalowice.pl/files/307953978/file/harmonogram_jednorodzinna_final3.pdf,2026-07-06,2,"partia 2 — brak wartości enum (decyzja Adama: rozszerzenie schematu albo 'other'); sprint-123-komorow-b1 — zweryfikowano 2026-07-06 z harmonogram_jednorodzinna_final3.pdf (wiersz KOMORÓW)"
Komorów,jednorodzinna,"Odzież i tekstylia",,2026-09-28,"Gmina Michałowice — harmonogram 2026 (zabudowa jednorodzinna)",https://www.michalowice.pl/files/307953978/file/harmonogram_jednorodzinna_final3.pdf,2026-07-06,2,"partia 2 — brak wartości enum (decyzja Adama: rozszerzenie schematu albo 'other'); sprint-123-komorow-b1 — zweryfikowano 2026-07-06 z harmonogram_jednorodzinna_final3.pdf (wiersz KOMORÓW)"
Komorów,jednorodzinna,"Odzież i tekstylia",,2026-12-21,"Gmina Michałowice — harmonogram 2026 (zabudowa jednorodzinna)",https://www.michalowice.pl/files/307953978/file/harmonogram_jednorodzinna_final3.pdf,2026-07-06,2,"partia 2 — brak wartości enum (decyzja Adama: rozszerzenie schematu albo 'other'); sprint-123-komorow-b1 — zweryfikowano 2026-07-06 z harmonogram_jednorodzinna_final3.pdf (wiersz KOMORÓW)"
